Country,Code,Income_group,Year,Animal_calories,GDP,Population
Burundi,BDI,Low income,900,,,260000
Burundi,BDI,Low income,1956,,687,2544266
Burundi,BDI,Low income,2002,,737.286010742188,6648951
Burundi,BDI,Low income,1958,,708,2643156
Burundi,BDI,Low income,1998,,808.324096679688,6035347
Burundi,BDI,Low income,1100,,,379599
Burundi,BDI,Low income,1957,,701,2593848
Cambodia,KHM,Lower middle income,1910,,,3044297
Cambodia,KHM,Lower middle income,1860,,,2287099
Cambodia,KHM,Lower middle income,1861,,,2292210
Cambodia,KHM,Lower middle income,1911,,,3044267
Cambodia,KHM,Lower middle income,1912,,,3037406
Cambodia,KHM,Lower middle income,2006,3.131678586,2286.384765625,13477781
Cambodia,KHM,Lower middle income,1913,,,3023697
Cambodia,KHM,Lower middle income,1908,,,3023923
Cambodia,KHM,Lower middle income,500,,,721769
Cambodia,KHM,Lower middle income,1906,,,2983310
Cambodia,KHM,Lower middle income,1914,,,3010051
Cambodia,KHM,Lower middle income,2008,2.916354557,2482.0068359375,13943897
Cambodia,KHM,Lower middle income,1907,,,3003548
Cambodia,KHM,Lower middle income,1942,,,3287826
Cambodia,KHM,Lower middle income,1943,,,3416472
Cambodia,KHM,Lower middle income,1922,,,2903473
Cambodia,KHM,Lower middle income,1945,,,3689064
Cambodia,KHM,Lower middle income,1864,,,2307613
Cambodia,KHM,Lower middle income,1964,1.029765013,1074,6040854
Cambodia,KHM,Lower middle income,1865,,,2312770
Cambodia,KHM,Lower middle income,200,,,578836
Cambodia,KHM,Lower middle income,2007,3.031825796,2422.75659179688,13714798
Cambodia,KHM,Lower middle income,1856,,,2266768
Cambodia,KHM,Lower middle income,1903,,,2923412
Cambodia,KHM,Lower middle income,1965,1.122406639,1095,6170727
Cambodia,KHM,Lower middle income,1923,,,2890448
Cambodia,KHM,Lower middle income,1946,,,3833410
Cambodia,KHM,Lower middle income,1920,,,2929698
Cambodia,KHM,Lower middle income,1857,,,2271834
Cambodia,KHM,Lower middle income,2005,2.666093683,2144.84497070312,13246588
Cambodia,KHM,Lower middle income,1904,,,2943243
Cambodia,KHM,Lower middle income,1816,,,2090000
Cambodia,KHM,Lower middle income,1909,,,3037511
Cambodia,KHM,Lower middle income,1944,,,3550153
Cambodia,KHM,Lower middle income,1859,,,2281999
Cambodia,KHM,Lower middle income,1811,,,2090000
Cambodia,KHM,Lower middle income,1962,0.887944769,1084,5788856
Cambodia,KHM,Lower middle income,2004,2.350769231,1965.87854003906,13016377
Cambodia,KHM,Lower middle income,1900,,,2864716
Cambodia,KHM,Lower middle income,1941,,,3181950
Cambodia,KHM,Lower middle income,1855,,,2261714
Cambodia,KHM,Lower middle income,1898,,,2826242
Cambodia,KHM,Lower middle income,1858,,,2276911
Cambodia,KHM,Lower middle income,1300,,,1300000
Cambodia,KHM,Lower middle income,1400,,,1400000
Cambodia,KHM,Lower middle income,1966,1.118766067,1116,6299236
Cambodia,KHM,Lower middle income,1915,,,2996466
Cambodia,KHM,Lower middle income,1916,,,2982943
Cambodia,KHM,Lower middle income,1917,,,2969480
Cambodia,KHM,Lower middle income,2001,3.23388582,1726.47131347656,12338198
Cambodia,KHM,Lower middle income,1963,0.939845758,1135,5913682
Cambodia,KHM,Lower middle income,2003,2.597080938,1850.20434570312,12787714
Cambodia,KHM,Lower middle income,1940,,,3097842
Cambodia,KHM,Lower middle income,1869,,,2335641
Cambodia,KHM,Lower middle income,1000,,,1000001
Cambodia,KHM,Lower middle income,1921,,,2916556
Cambodia,KHM,Lower middle income,1901,,,2884150
Cambodia,KHM,Lower middle income,1905,,,2963209
Cambodia,KHM,Lower middle income,1924,,,2877482
Cambodia,KHM,Lower middle income,400,,,670581
Cambodia,KHM,Lower middle income,2009,3.026892842,2433.30615234375,14155742
Cambodia,KHM,Lower middle income,1812,,,2090000
Cambodia,KHM,Lower middle income,700,,,836170
Cambodia,KHM,Lower middle income,2002,2.855123675,1770.95715332031,12561783
Cambodia,KHM,Lower middle income,1919,,,2942899
Cambodia,KHM,Lower middle income,900,,,949999
Cambodia,KHM,Lower middle income,1895,,,2769498
Cambodia,KHM,Lower middle income,1896,,,2788285
Cambodia,KHM,Lower middle income,1899,,,2845414
Cambodia,KHM,Lower middle income,1975,1.666666667,925,6727925
Cambodia,KHM,Lower middle income,1200,,,1200000
Cambodia,KHM,Lower middle income,1902,,,2903715
Cambodia,KHM,Lower middle income,1863,,,2302467
Cambodia,KHM,Lower middle income,1862,,,2297333
Cambodia,KHM,Lower middle income,600,,,776867
Cambodia,KHM,Lower middle income,1810,,,2090000
Cambodia,KHM,Lower middle income,1918,,,2956160
Cambodia,KHM,Lower middle income,1854,,,2256671
Cambodia,KHM,Lower middle income,1853,,,2251639
Cambodia,KHM,Lower middle income,2010,2.975589574,2426.68701171875,14363534
Cambodia,KHM,Lower middle income,1868,,,2328310
Cambodia,KHM,Lower middle income,1897,,,2807199
Cambodia,KHM,Lower middle income,1813,,,2090000
Cambodia,KHM,Lower middle income,1814,,,2090000
Cambodia,KHM,Lower middle income,1977,1.532856213,1143,6040198
Cambodia,KHM,Lower middle income,1500,,,1499998
Cambodia,KHM,Lower middle income,1967,1.216421693,1143,6426456
Cambodia,KHM,Lower middle income,1948,,,4139268
Cambodia,KHM,Lower middle income,1866,,,2317938
Cambodia,KHM,Lower middle income,1999,2.424951267,1586.21044921875,11899010
Cambodia,KHM,Lower middle income,800,,,9e+05
Cambodia,KHM,Lower middle income,1973,1.68627451,1239,6852365
Cambodia,KHM,Lower middle income,1937,,,2966658
Cambodia,KHM,Lower middle income,1851,,,2241608
Cambodia,KHM,Lower middle income,2012,3.106907895,2634,14786650
Cambodia,KHM,Lower middle income,1100,,,1100000
Cambodia,KHM,Lower middle income,1874,,,2402935
Cambodia,KHM,Lower middle income,1815,,,2090000
Cambodia,KHM,Lower middle income,1876,,,2435647
Cambodia,KHM,Lower middle income,1877,,,2452170
Cambodia,KHM,Lower middle income,300,,,623021
Cambodia,KHM,Lower middle income,1819,,,2090946
Cambodia,KHM,Lower middle income,1867,,,2323118
Cambodia,KHM,Lower middle income,1998,1.740010116,1476.29602050781,11669087
Cambodia,KHM,Lower middle income,1894,,,2750837
Cambodia,KHM,Lower middle income,1820,,,2092839
Cambodia,KHM,Lower middle income,1970,1.390804598,1031,6708523
Cambodia,KHM,Lower middle income,1852,,,2246618
Cambodia,KHM,Lower middle income,-3000,,,150501
Cambodia,KHM,Lower middle income,0,,,499643
Cambodia,KHM,Lower middle income,1976,1.603686636,1025,6307123
Cambodia,KHM,Lower middle income,1875,,,2419236
Cambodia,KHM,Lower middle income,1830,,,2137777
Cambodia,KHM,Lower middle income,1817,,,2090000
Cambodia,KHM,Lower middle income,1947,,,3983405
Cambodia,KHM,Lower middle income,2000,2.53427896,1659.08911132812,12118844
Cambodia,KHM,Lower middle income,1972,1.660714286,920,6766292
Cambodia,KHM,Lower middle income,1969,1.374318294,1151,6679712
Cambodia,KHM,Lower middle income,1893,,,2732302
Cambodia,KHM,Lower middle income,-6000,,,47033
Cambodia,KHM,Lower middle income,1949,,,4289221
Cambodia,KHM,Lower middle income,2019,,,16207746
Cambodia,KHM,Lower middle income,1870,,,2345131
Cambodia,KHM,Lower middle income,100,,,537784
Cambodia,KHM,Lower middle income,-1000,,,333446
Cambodia,KHM,Lower middle income,2021,,,16589031
Cambodia,KHM,Lower middle income,1600,,,1665001
Cambodia,KHM,Lower middle income,1925,,,2864575
Cambodia,KHM,Lower middle income,1971,1.594973417,980,6696324
Cambodia,KHM,Lower middle income,1809,,,2090000
Cambodia,KHM,Lower middle income,1997,1.81530343,1466.36669921875,11431578
Cambodia,KHM,Lower middle income,1700,,,1829999
Cambodia,KHM,Lower middle income,1927,,,2838933
Cambodia,KHM,Lower middle income,-5000,,,69050
Cambodia,KHM,Lower middle income,-4000,,,101744
Cambodia,KHM,Lower middle income,1804,,,2090000
Cambodia,KHM,Lower middle income,1974,1.596214511,1049,6913410
Cambodia,KHM,Lower middle income,1825,,,2113759
Cambodia,KHM,Lower middle income,1985,1.711420613,1540,7376090
Cambodia,KHM,Lower middle income,1831,,,2142613
Cambodia,KHM,Lower middle income,1978,0.994936709,1291,5961192
Cambodia,KHM,Lower middle income,1818,,,2090000
Cambodia,KHM,Lower middle income,1968,1.289043133,1164,6553111
Cambodia,KHM,Lower middle income,1939,,,3034536
Cambodia,KHM,Lower middle income,1938,,,2991106
Cambodia,KHM,Lower middle income,1808,,,2090000
Cambodia,KHM,Lower middle income,1821,,,2095682
Cambodia,KHM,Lower middle income,1822,,,2099478
Cambodia,KHM,Lower middle income,1823,,,2104227
Cambodia,KHM,Lower middle income,-2000,,,223536
Cambodia,KHM,Lower middle income,1824,,,2108988
Cambodia,KHM,Lower middle income,1982,1.485651214,1358,6619704
Cambodia,KHM,Lower middle income,1872,,,2370663
Cambodia,KHM,Lower middle income,1873,,,2386745
Cambodia,KHM,Lower middle income,1979,0.992574257,1325,6051810
Cambodia,KHM,Lower middle income,1926,,,2851725
Cambodia,KHM,Lower middle income,1879,,,2485552
Cambodia,KHM,Lower middle income,1833,,,2152319
Cambodia,KHM,Lower middle income,1880,,,2502413
Cambodia,KHM,Lower middle income,1806,,,2090000
Cambodia,KHM,Lower middle income,1807,,,2090000
Cambodia,KHM,Lower middle income,1805,,,2090000
Cambodia,KHM,Lower middle income,2011,3.188788129,2496,14573894
Cambodia,KHM,Lower middle income,1981,1.099099099,1301,6364474
Cambodia,KHM,Lower middle income,1957,,947,5175946
Cambodia,KHM,Lower middle income,1871,,,2356798
Cambodia,KHM,Lower middle income,1829,,,2132952
Cambodia,KHM,Lower middle income,1952,,803,4592881
Cambodia,KHM,Lower middle income,1953,,792,4702070
Cambodia,KHM,Lower middle income,1961,0.834291688,1031,5664665
Cambodia,KHM,Lower middle income,1996,1.824302998,1450.52514648438,11182613
Cambodia,KHM,Lower middle income,1936,,,2942411
Cambodia,KHM,Lower middle income,1881,,,2519388
Cambodia,KHM,Lower middle income,1882,,,2536479
Cambodia,KHM,Lower middle income,1710,,,1851666
Cambodia,KHM,Lower middle income,1883,,,2553685
Cambodia,KHM,Lower middle income,1780,,,2003333
Cambodia,KHM,Lower middle income,1847,,,2221499
Cambodia,KHM,Lower middle income,1720,,,1873333
Cambodia,KHM,Lower middle income,2020,,,16396864
Cambodia,KHM,Lower middle income,1950,,768,4380384
Cambodia,KHM,Lower middle income,1951,,775,4485394
Cambodia,KHM,Lower middle income,1832,,,2147461
Cambodia,KHM,Lower middle income,1994,1.687929342,1416.46374511719,10636353
Cambodia,KHM,Lower middle income,1993,1.717670286,1384.29248046875,10243554
Cambodia,KHM,Lower middle income,1892,,,2713892
Cambodia,KHM,Lower middle income,-7000,,,32146
Cambodia,KHM,Lower middle income,1803,,,2090000
Cambodia,KHM,Lower middle income,1790,,,2025001
Cambodia,KHM,Lower middle income,1801,,,2090000
Cambodia,KHM,Lower middle income,-9000,,,15158
Cambodia,KHM,Lower middle income,1958,,969,5298410
Cambodia,KHM,Lower middle income,1986,1.726150393,1578,7661320
Cambodia,KHM,Lower middle income,2013,3.085991118,2782,14999691
Cambodia,KHM,Lower middle income,1827,,,2123334
Cambodia,KHM,Lower middle income,1995,1.778213935,1439.28649902344,10919528
Cambodia,KHM,Lower middle income,1888,,,2641484
Cambodia,KHM,Lower middle income,1889,,,2659403
Cambodia,KHM,Lower middle income,1834,,,2157188
Cambodia,KHM,Lower middle income,1835,,,2162068
Cambodia,KHM,Lower middle income,1980,0.784780024,1320,6198963
Cambodia,KHM,Lower middle income,1956,,912,5051848
Cambodia,KHM,Lower middle income,1991,1.843703335,1425.04565429688,9259362
Cambodia,KHM,Lower middle income,2017,,3425.39477539062,15830694
Cambodia,KHM,Lower middle income,1836,,,2166959
Cambodia,KHM,Lower middle income,1983,1.452418926,1412,6881965
Cambodia,KHM,Lower middle income,1984,1.520215633,1476,7133905
Cambodia,KHM,Lower middle income,1828,,,2128137
Cambodia,KHM,Lower middle income,1826,,,2118541
Cambodia,KHM,Lower middle income,1988,1.794026777,1473,8269784
Cambodia,KHM,Lower middle income,1989,1.84403183,1455,8570931
Cambodia,KHM,Lower middle income,1850,,,2236610
Cambodia,KHM,Lower middle income,1935,,,2918361
Cambodia,KHM,Lower middle income,1802,,,2090000
Cambodia,KHM,Lower middle income,1800,,,2090000
Cambodia,KHM,Lower middle income,1845,,,2211481
Cambodia,KHM,Lower middle income,1760,,,1960000
Cambodia,KHM,Lower middle income,1933,,,2870851
Cambodia,KHM,Lower middle income,1837,,,2171862
Cambodia,KHM,Lower middle income,1884,,,2571008
Cambodia,KHM,Lower middle income,1841,,,2191582
Cambodia,KHM,Lower middle income,1886,,,2606008
Cambodia,KHM,Lower middle income,1987,1.718487395,1490,7975606
Cambodia,KHM,Lower middle income,2015,,3086,15417527
Cambodia,KHM,Lower middle income,1992,1.694648994,1427.28564453125,9718217
Cambodia,KHM,Lower middle income,1878,,,2468804
Cambodia,KHM,Lower middle income,1955,,826,4931233
Cambodia,KHM,Lower middle income,1954,,864,4814380
Cambodia,KHM,Lower middle income,2016,,3251,15624586
Cambodia,KHM,Lower middle income,1885,,,2588449
Cambodia,KHM,Lower middle income,1770,,,1981666
Cambodia,KHM,Lower middle income,1932,,,2847386
Cambodia,KHM,Lower middle income,1928,,,2826198
Cambodia,KHM,Lower middle income,1990,1.888544892,1404,8910806
Cambodia,KHM,Lower middle income,1839,,,2181700
Cambodia,KHM,Lower middle income,1730,,,1895000
Cambodia,KHM,Lower middle income,-8000,,,22042
Cambodia,KHM,Lower middle income,1840,,,2186635
Cambodia,KHM,Lower middle income,1849,,,2231561
Cambodia,KHM,Lower middle income,1848,,,2226524
Cambodia,KHM,Lower middle income,1891,,,2695606
Cambodia,KHM,Lower middle income,1934,,,2894509
Cambodia,KHM,Lower middle income,1838,,,2176775
Cambodia,KHM,Lower middle income,1842,,,2196540
Cambodia,KHM,Lower middle income,2018,,3628.56103515625,16025242
Cambodia,KHM,Lower middle income,1846,,,2216484
Cambodia,KHM,Lower middle income,1887,,,2623686
Cambodia,KHM,Lower middle income,1890,,,2677443
Cambodia,KHM,Lower middle income,1960,,1070,5541679
Cambodia,KHM,Lower middle income,1930,,,2822313
Cambodia,KHM,Lower middle income,-10000,,,10453
Cambodia,KHM,Lower middle income,1929,,,2820649
Cambodia,KHM,Lower middle income,1750,,,1938333
Cambodia,KHM,Lower middle income,1959,,1036,5419153
Cambodia,KHM,Lower middle income,1931,,,2831216
Cambodia,KHM,Lower middle income,1844,,,2206490
Cambodia,KHM,Lower middle income,1740,,,1916666
Cambodia,KHM,Lower middle income,2014,,2930,15210817
Cambodia,KHM,Lower middle income,1843,,,2201509
Cameroon,CMR,Lower middle income,-7000,,,10881
Cameroon,CMR,Lower middle income,-3000,,,55089
Cameroon,CMR,Lower middle income,1843,,,2522929
Cameroon,CMR,Lower middle income,-10000,,,3224
Cameroon,CMR,Lower middle income,-4000,,,36726
Cameroon,CMR,Lower middle income,-6000,,,16322
Cameroon,CMR,Lower middle income,1992,2.141031708,1754.24670410156,12128609
Cameroon,CMR,Lower middle income,1842,,,2489732
Cameroon,CMR,Lower middle income,2017,,2850.27270507812,24393182
Cameroon,CMR,Lower middle income,1995,2.080078125,1648.6416015625,13211643
Cameroon,CMR,Lower middle income,2018,,2888.0458984375,25076752
Cameroon,CMR,Lower middle income,1919,,,2825639
Cameroon,CMR,Lower middle income,1881,,,3204997
Cameroon,CMR,Lower middle income,1991,2.114143921,1833.3544921875,11777721
Cameroon,CMR,Lower middle income,-5000,,,24483
Cameroon,CMR,Lower middle income,1883,,,3240501
Cameroon,CMR,Lower middle income,1840,,,2424644
Cameroon,CMR,Lower middle income,1994,2.033464567,1615.59729003906,12848863
Cameroon,CMR,Lower middle income,1841,,,2456973
Cameroon,CMR,Lower middle income,1918,,,2827957
Cameroon,CMR,Lower middle income,1988,2.472544081,2287,10759581
Cameroon,CMR,Lower middle income,1839,,,2392741
Cameroon,CMR,Lower middle income,-8000,,,7254
Cameroon,CMR,Lower middle income,1920,,,2833331
Cameroon,CMR,Lower middle income,1844,,,2556568
Cameroon,CMR,Lower middle income,1993,2.107867392,1677.14001464844,12486776
Cameroon,CMR,Lower middle income,200,,,242841
Cameroon,CMR,Lower middle income,1917,,,2840196
Cameroon,CMR,Lower middle income,1987,2.460019743,2471,10433912
Cameroon,CMR,Lower middle income,1838,,,2361258
Cameroon,CMR,Lower middle income,-9000,,,4836
Cameroon,CMR,Lower middle income,1990,2.369714848,1930,11430519
Cameroon,CMR,Lower middle income,800,,,541096
Cameroon,CMR,Lower middle income,2016,,2828,23711626
Cameroon,CMR,Lower middle income,1837,,,2330189
Cameroon,CMR,Lower middle income,1915,,,2868146
Cameroon,CMR,Lower middle income,1800,,,1860054
Cameroon,CMR,Lower middle income,1880,,,3187408
Cameroon,CMR,Lower middle income,1888,,,3331002
Cameroon,CMR,Lower middle income,1989,2.465024631,2021,11089225
Cameroon,CMR,Lower middle income,700,,,473459
Cameroon,CMR,Lower middle income,1986,2.459259259,2683,10112711
Cameroon,CMR,Lower middle income,900,,,618397
Cameroon,CMR,Lower middle income,1996,2.121003443,1710.10595703125,13575327
Cameroon,CMR,Lower middle income,-2000,,,82633
Cameroon,CMR,Lower middle income,1879,,,3169926
Cameroon,CMR,Lower middle income,1916,,,2854138
Cameroon,CMR,Lower middle income,1885,,,3276406
Cameroon,CMR,Lower middle income,100,,,212486
Cameroon,CMR,Lower middle income,1887,,,3312704
Cameroon,CMR,Lower middle income,2000,2.219281664,1961.087890625,15091598
Cameroon,CMR,Lower middle income,2014,,2696,22299590
Cameroon,CMR,Lower middle income,1877,,,3135282
Cameroon,CMR,Lower middle income,1878,,,3152551
Cameroon,CMR,Lower middle income,1891,,,3346125
Cameroon,CMR,Lower middle income,600,,,414276
Cameroon,CMR,Lower middle income,1922,,,2879105
Cameroon,CMR,Lower middle income,1882,,,3222695
Cameroon,CMR,Lower middle income,-1000,,,123950
Cameroon,CMR,Lower middle income,0,,,185925
Cameroon,CMR,Lower middle income,1836,,,2299528
Cameroon,CMR,Lower middle income,1909,,,2968880
Cameroon,CMR,Lower middle income,1985,2.274509804,2585,9804266
Cameroon,CMR,Lower middle income,1984,2.20233463,2450,9508581
Cameroon,CMR,Lower middle income,1999,2.186792453,1902.26599121094,14698975
Cameroon,CMR,Lower middle income,1914,,,2882223
Cameroon,CMR,Lower middle income,1876,,,3118107
Cameroon,CMR,Lower middle income,1874,,,3084035
Cameroon,CMR,Lower middle income,1873,,,3067138
Cameroon,CMR,Lower middle income,1801,,,1860054
Cameroon,CMR,Lower middle income,1921,,,2851123
Cameroon,CMR,Lower middle income,1845,,,2590655
Cameroon,CMR,Lower middle income,1913,,,2896367
Cameroon,CMR,Lower middle income,1997,2.096328088,1780.49670410156,13941183
Cameroon,CMR,Lower middle income,1998,2.148571429,1847.21887207031,14314604
Cameroon,CMR,Lower middle income,1886,,,3294505
Cameroon,CMR,Lower middle income,1804,,,1860054
Cameroon,CMR,Lower middle income,1960,,1326,5117606
Cameroon,CMR,Lower middle income,1847,,,2660200
Cameroon,CMR,Lower middle income,400,,,317181
Cameroon,CMR,Lower middle income,500,,,362492
Cameroon,CMR,Lower middle income,1890,,,3347715
Cameroon,CMR,Lower middle income,1893,,,3323033
Cameroon,CMR,Lower middle income,1892,,,3337899
Cameroon,CMR,Lower middle income,1894,,,3308233
Cameroon,CMR,Lower middle income,1884,,,3258404
Cameroon,CMR,Lower middle income,1790,,,1956860
Cameroon,CMR,Lower middle income,1730,,,1821371
Cameroon,CMR,Lower middle income,1835,,,2269272
Cameroon,CMR,Lower middle income,1912,,,2910580
Cameroon,CMR,Lower middle income,1925,,,2995435
Cameroon,CMR,Lower middle income,1870,,,3018811
Cameroon,CMR,Lower middle income,2015,,2778,23012650
Cameroon,CMR,Lower middle income,1872,,,3050332
Cameroon,CMR,Lower middle income,1875,,,3101025
Cameroon,CMR,Lower middle income,2003,2.206896552,2143.97998046875,16354324
Cameroon,CMR,Lower middle income,1809,,,1860054
Cameroon,CMR,Lower middle income,2004,2.350845948,2198.23608398438,16809406
Cameroon,CMR,Lower middle income,1923,,,2917371
Cameroon,CMR,Lower middle income,1100,,,807700
Cameroon,CMR,Lower middle income,1924,,,2956145
Cameroon,CMR,Lower middle income,1802,,,1860054
Cameroon,CMR,Lower middle income,1833,,,2209947
Cameroon,CMR,Lower middle income,1834,,,2239413
Cameroon,CMR,Lower middle income,1805,,,1860054
Cameroon,CMR,Lower middle income,1806,,,1860054
Cameroon,CMR,Lower middle income,1889,,,3342674
Cameroon,CMR,Lower middle income,300,,,277533
Cameroon,CMR,Lower middle income,1963,1.822588463,1366,5427516
Cameroon,CMR,Lower middle income,1808,,,1860054
Cameroon,CMR,Lower middle income,2002,2.117967332,2084.92065429688,15914029
Cameroon,CMR,Lower middle income,1964,1.711798839,1390,5556211
Cameroon,CMR,Lower middle income,1000,,,706738
Cameroon,CMR,Lower middle income,1760,,,1882646
Cameroon,CMR,Lower middle income,1740,,,1840616
Cameroon,CMR,Lower middle income,2006,2.078164826,2269.51806640625,17751338
Cameroon,CMR,Lower middle income,1200,,,923086
Cameroon,CMR,Lower middle income,1908,,,2993660
Cameroon,CMR,Lower middle income,1907,,,3021176
Cameroon,CMR,Lower middle income,1871,,,3034225
Cameroon,CMR,Lower middle income,1902,,,3162582
Cameroon,CMR,Lower middle income,1962,1.875247525,1339,5303847
Cameroon,CMR,Lower middle income,1972,1.822045153,1612,6809472
Cameroon,CMR,Lower middle income,2001,2.222016651,2028.54736328125,15493256
Cameroon,CMR,Lower middle income,1810,,,1860054
Cameroon,CMR,Lower middle income,1851,,,2774418
Cameroon,CMR,Lower middle income,1966,1.82784063,1431,5829584
Cameroon,CMR,Lower middle income,1750,,,1861000
Cameroon,CMR,Lower middle income,1981,2.00826067,2153,8829055
Cameroon,CMR,Lower middle income,1958,,1283,4931690
Cameroon,CMR,Lower middle income,1959,,1310,5028164
Cameroon,CMR,Lower middle income,1803,,,1860054
Cameroon,CMR,Lower middle income,1927,,,3075587
Cameroon,CMR,Lower middle income,1846,,,2625197
Cameroon,CMR,Lower middle income,1928,,,3116465
Cameroon,CMR,Lower middle income,1970,2.025854109,1565,6452787
Cameroon,CMR,Lower middle income,1896,,,3278828
Cameroon,CMR,Lower middle income,1932,,,3282812
Cameroon,CMR,Lower middle income,1850,,,2753631
Cameroon,CMR,Lower middle income,1780,,,1930384
Cameroon,CMR,Lower middle income,2005,2.163565556,2222.91088867188,17275174
Cameroon,CMR,Lower middle income,1812,,,1860054
Cameroon,CMR,Lower middle income,1813,,,1860054
Cameroon,CMR,Lower middle income,2007,2.119428091,2315.60693359375,18251868
Cameroon,CMR,Lower middle income,1983,2.029121653,2345,9240673
Cameroon,CMR,Lower middle income,1910,,,2946799
Cameroon,CMR,Lower middle income,1906,,,3048944
Cameroon,CMR,Lower middle income,1969,1.926614027,1551,6286226
Cameroon,CMR,Lower middle income,1856,,,2837279
Cameroon,CMR,Lower middle income,1857,,,2849057
Cameroon,CMR,Lower middle income,1961,1.927471436,1321,5200364
Cameroon,CMR,Lower middle income,1848,,,2695669
Cameroon,CMR,Lower middle income,1965,1.848979592,1393,5690089
Cameroon,CMR,Lower middle income,1770,,,1905720
Cameroon,CMR,Lower middle income,1832,,,2180869
Cameroon,CMR,Lower middle income,1957,,1256,4840930
Cameroon,CMR,Lower middle income,1956,,1229,4753924
Cameroon,CMR,Lower middle income,2008,2.114472608,2352.79956054688,18777082
Cameroon,CMR,Lower middle income,1895,,,3293498
Cameroon,CMR,Lower middle income,1926,,,3035247
Cameroon,CMR,Lower middle income,1905,,,3076966
Cameroon,CMR,Lower middle income,2020,,,26491090
Cameroon,CMR,Lower middle income,1814,,,1860054
Cameroon,CMR,Lower middle income,1973,1.777777778,1599,6998691
Cameroon,CMR,Lower middle income,1929,,,3157625
Cameroon,CMR,Lower middle income,1934,,,3367955
Cameroon,CMR,Lower middle income,1811,,,1860054
Cameroon,CMR,Lower middle income,1952,,1122,4449599
Cameroon,CMR,Lower middle income,1852,,,2790643
Cameroon,CMR,Lower middle income,1853,,,2802231
Cameroon,CMR,Lower middle income,1720,,,1803160
Cameroon,CMR,Lower middle income,1869,,,3004083
Cameroon,CMR,Lower middle income,2009,2.163723917,2370.13061523438,19319276
Cameroon,CMR,Lower middle income,1938,,,3544922
Cameroon,CMR,Lower middle income,1904,,,3105245
Cameroon,CMR,Lower middle income,1828,,,2068332
Cameroon,CMR,Lower middle income,1971,1.905362776,1578,6627357
Cameroon,CMR,Lower middle income,2013,1.752152752,2612,21632852
Cameroon,CMR,Lower middle income,1933,,,3325111
Cameroon,CMR,Lower middle income,1977,1.865138828,1706,7796826
Cameroon,CMR,Lower middle income,1931,,,3240799
Cameroon,CMR,Lower middle income,1980,2.014234875,1900,8519894
Cameroon,CMR,Lower middle income,1830,,,2123855
Cameroon,CMR,Lower middle income,1967,1.913640824,1443,5975093
Cameroon,CMR,Lower middle income,1968,1.924869234,1508,6127201
Cameroon,CMR,Lower middle income,1911,,,2927379
Cameroon,CMR,Lower middle income,1867,,,2976664
Cameroon,CMR,Lower middle income,2019,,,25782342
Cameroon,CMR,Lower middle income,1600,,,1574743
Cameroon,CMR,Lower middle income,1815,,,1860054
Cameroon,CMR,Lower middle income,1822,,,1910321
Cameroon,CMR,Lower middle income,1807,,,1860054
Cameroon,CMR,Lower middle income,1849,,,2726839
Cameroon,CMR,Lower middle income,1825,,,1987757
Cameroon,CMR,Lower middle income,1831,,,2152173
Cameroon,CMR,Lower middle income,1935,,,3411351
Cameroon,CMR,Lower middle income,1710,,,1785880
Cameroon,CMR,Lower middle income,1982,2.001843318,2257,9046988
Cameroon,CMR,Lower middle income,1855,,,2825549
Cameroon,CMR,Lower middle income,1903,,,3133783
Cameroon,CMR,Lower middle income,1949,,,4231318
Cameroon,CMR,Lower middle income,1500,,,1377899
Cameroon,CMR,Lower middle income,1948,,,4158965
Cameroon,CMR,Lower middle income,2010,1.909163347,2420.1328125,19878044
Cameroon,CMR,Lower middle income,1823,,,1935792
Cameroon,CMR,Lower middle income,2012,1.810831426,2541,21032684
Cameroon,CMR,Lower middle income,1859,,,2872957
Cameroon,CMR,Lower middle income,1826,,,2014260
Cameroon,CMR,Lower middle income,1979,1.96216454,1785,8243382
Cameroon,CMR,Lower middle income,1936,,,3455306
Cameroon,CMR,Lower middle income,1854,,,2813866
Cameroon,CMR,Lower middle income,1868,,,2990036
Cameroon,CMR,Lower middle income,1865,,,2950095
Cameroon,CMR,Lower middle income,1862,,,2910679
Cameroon,CMR,Lower middle income,1901,,,3188612
Cameroon,CMR,Lower middle income,1947,,,4089869
Cameroon,CMR,Lower middle income,1939,,,3593514
Cameroon,CMR,Lower middle income,2011,1.969685192,2494,20448880
Cameroon,CMR,Lower middle income,1817,,,1860054
Cameroon,CMR,Lower middle income,1897,,,3264221
Cameroon,CMR,Lower middle income,1930,,,3199070
Cameroon,CMR,Lower middle income,1953,,1148,4519193
Cameroon,CMR,Lower middle income,1955,,1202,4670545
Cameroon,CMR,Lower middle income,2021,,,27198632
Cameroon,CMR,Lower middle income,1937,,,3499827
Cameroon,CMR,Lower middle income,1976,1.796847636,1664,7598028
Cameroon,CMR,Lower middle income,1900,,,3211832
Cameroon,CMR,Lower middle income,1946,,,4021920
Cameroon,CMR,Lower middle income,1818,,,1860054
Cameroon,CMR,Lower middle income,1945,,,3955100
Cameroon,CMR,Lower middle income,1816,,,1860054
Cameroon,CMR,Lower middle income,1940,,,3645698
Cameroon,CMR,Lower middle income,1941,,,3701569
Cameroon,CMR,Lower middle income,1950,,1070,4315823
Cameroon,CMR,Lower middle income,1951,,1095,4381983
